Id,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,ADDRESSTYP,HYPERLINK,LANDXADDRE,LANDYADDRE,PHOTOURL,ADDRESSFLO,INC_CRC,FMEL_UPD_D,ADDRESSUNI,snippet,Y,X
1053,Each-a-Cup - Pasir Ris Drive 6,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,443,,510443,Pasir Ris Drive 6,D,,0,0,,1,C837DEB2B75EC552,2.02004E+13,14,,39057.43309,41802.9953
1054,Each-a-Cup - Causeway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Causeway Point,738099,Woodlands Square,D,,0,0,,B1,997DF23DC3040F57,2.02004E+13,K13,,46412.0239,22699.52399
1055,LiHo - Junction 9,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,18,Junction 9,768897,Yishun Avenue 9,D,,0,0,,1,3FBBA7FCCE630422,2.02004E+13,37,,46082.9133,28921.6891
1056,LiHo - Waterway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,83,Waterway Point,828761,Punggol Central,D,,0,0,,B2,92251D966B0C9E52,2.02004E+13,K10,,43153.2448,35641.9784
1057,LiHo - Hougang 1,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Hougang 1,538692,Hougang Street 91,D,,0,0,,1,CC94809A877CF070,2.02004E+13,37,,39739.8636,33133.8853
1058,LiHo - Hougang Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,90,Hougang Mall,538766,Hougang Avenue 10,D,,0,0,,2,3500FCBC1C10AD6B,2.02004E+13,24,,39368.87299,34715.4432
1059,LiHo - Serangoon NEX,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,23,Serangoon NEX,556083,Serangoon Central,D,,0,0,,4,0D7832C1EA3AAD75,2.02004E+13,K22,,36950.14149,32271.9281
1060,LiHo - Compass One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Compass One,545078,Sengkang Square,D,,0,0,,B1,3291922B8022601C,2.02004E+13,43,,41556.3036,34862.1106
1061,LiHo - Rivervale Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,Rivervale Mall,545082,Rivervale Crescent,D,,0,0,,1,FD87EA00EBADEAF7,2.02004E+13,4A,,41567.7918,35918.3979
1062,LiHo - The Shoppes at Marina Bay Sands,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,The Shoppes at Marina Bay Sands,18956,Bayfront Avenue,D,,0,0,,1,EE049C95E6D7EDA0,2.02004E+13,72,,29419.44019,30781.1609
1063,LiHo - One Raffles Place,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,One Raffles Place,48616,Raffles Place,D,,0,0,,B1,2046D88BD60DC66E,2.02004E+13,10,,29641.31109,29965.8315
1064,LiHo - Far East Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,135,Far East Square,49964,Amoy Street,D,,0,0,,1,258FD137D158D83A,2.02004E+13,2,,29510.20799,29659.2092
1065,LiHo - Asia Square Tower 2,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,12,Asia Square Tower 2,18961,Marina View,D,,0,0,,2,9970EFDF75204926,2.02004E+13,8,,28974.25239,29945.0061
1066,LiHo - Capitol Piazza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,13,Capitol Piazza,178905,Stamford Road,D,,0,0,,B2,270519DD8423161F,2.02004E+13,31,,30607.61439,29996.9454
1067,LiHo - Suntec City Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Suntec City Mall,38983,Temasek Boulevard,D,,0,0,,3,16B4C2F5C963D65B,2.02004E+13,379,,30806.67729,30710.7121
1068,LiHo - 18 @ Tai Seng,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,18,18 @ Tai Seng,539775,Tai Seng Street,D,,0,0,,B1,B47E68D4481D43EE,2.02004E+13,11,,35393.09679,34165.123
1069,LiHo - 100AM @ Amara Hotel,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,100,100AM @ Amara Hotel,88539,Tras Street,D,,0,0,,1,B8E409086C83BE26,2.02004E+13,7,,28601.32849,29133.1249
1070,LiHo - Tanjong Pager Center,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,7,Tanjong Pager Center,78884,Wallich Street,D,,0,0,,B2,49983FADF59F7294,2.02004E+13,20,,28799.27869,29317.3442
1071,LiHo - Tiong Bahru Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,302,Tiong Bahru Plaza,168732,Tiong Bahru Road,D,,0,0,,B1,529D5820F9AD7968,2.02004E+13,K9,,29876.11289,27289.5705
1072,LiHo - Tiong Bahru Plaza 2 (L1),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,302,Tiong Bahru Plaza 2 (L1),168732,Tiong Bahru Road,D,,0,0,,1,529D58208D1F4518,2.02004E+13,155,,29876.11289,27289.5705
1073,LiHo - Bukit Merah Central,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,165,Bukit Merah Central,150165,Bukit Merah Central,D,,0,0,,1,27D0CB7C7283A508,2.02004E+13,3661,,29499.32709,26149.6881
1074,LiHo - Vivo City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Vivo City,98585,Harbourfront Walk,D,,0,0,,1,575173175D3A5224,2.02004E+13,111,,27380.70089,26694.6131
1075,LiHo - Sentosa Beach Station,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,50,Sentosa Beach Station,98604,Beach View,D,,0,0,,1,C03AE688DF51BC2A,2.02004E+13,K9,,25977.81469,26243.3459
1076,LiHo - Resorts World Sentosa,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,26,Resorts World Sentosa,98138,Sentosa Gateway,D,,0,0,,1,B5D0BA013B4716DB,2.02004E+13,208,,26571.03829,26457.5228
1077,LiHo - Alexandra Retail Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,460,Alexandra Retail Centre,119963,Alexandra Road,D,,0,0,,1,47F3FC74D16E3420,2.02004E+13,10,,28462.22779,24417.3235
1078,LiHo - The Central,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,6,The Central,59817,Eu Tong Sen Street,D,,0,0,,B1,7E766727FB5B3E1B,2.02004E+13,25,,30141.43609,29473.21249
1079,LiHo - OneKM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,OneKM,437157,Tanjong Katong Road,D,,0,0,,2,614C6BC929A646BC,2.02004E+13,40,,32997.57659,34806.73799
1080,LiHo - Suntec City Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Suntec City Mall,38983,Temasek Boulevard,D,,0,0,,2,16B4C2F57EAF5E00,2.02004E+13,312,,30806.67729,30710.7121
1081,LiHo - Lucky Chinatown,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,211,Lucky Chinatown,59432,New Bridge Road,D,,0,0,,1,5D8ABFFAD8AF24C1,2.02004E+13,9,,29565.36049,29111.919
1082,LiHo - Heartland Mall Kovan,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,205,Heartland Mall Kovan,530205,Hougang Street 21,D,,0,0,,2,432E0EC7535AF9DA,2.02004E+13,30,,37951.80899,33760.4367
1083,LiHo - AMK Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,53,AMK Hub,569933,Ang Mo Kio Ave 3,D,,0,0,,B2,0AB8ACDDBEB6C8E7,2.02004E+13,57,,39030.10889,29678.294
1084,LiHo - The Central,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,6,The Central,59817,Eu Tong Seng Street,D,,0,0,,1,7E766727FE396DF8,2.02004E+13,37,,30141.43609,29473.21249
1085,Eight Treasures - South Bridge Road,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,282,,58831,South Bridge Road,R,,0,0,,,5B200DBDBABCDD3F,2.02004E+13,,,29336.90389,29260.6549
1086,Polar Puffs & Cakes - JEM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,50,JEM,608549,Jurong Gateway Road,B,,0,0,,B1,F0F20CDE4A99E94C,2.02004E+13,31,,35044.20589,17967.4489
1087,Polar Puffs & Cakes - Singapore Post Centre (Operating in Q4 2017),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Singapore Post Centre,408600,Eunos Road 8,B,,0,0,,B1,3AF4830BE0011553,2.02004E+13,149,,33458.00679,34760.7233
1088,Nick Vina Artisan Bakery - Gopeng St,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,12,Gopeng St,78877,Gopeng street,B,,0,0,,1,550E6153D20EEF33,2.02004E+13,"54,55",,28627.34289,29244.003
1089,Nick Vina Artisan Bakery - Market Place at Tanglin Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,163,Tanglin Mall,247933,Tanglin Road,B,,0,0,,B1,E9EFD3D1351C8664,2.02004E+13,"2,3,2020",,31908.47729,26946.5458
1090,Nick Vina Artisan Bakery - Cold Storage @ Plaza Singapura,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,68,Plaza Singapura,238839,Orchard Road,B,,0,0,,B1,1E13B07CA13E5B14,2.02004E+13,"15,16",,31455.57599,29305.33689
1091,Nick Vina Artisan Bakery - Jason The Gourmet Grocer at Sentosa,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,31,Quayside Isle,98375,Ocean Way,B,,0,0,,1,40E833887DCA942E,2.02004E+13,26,,25596.33399,28957.4017
1092,Qi Ji - Rochor Road,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,160,,188435,Rochor Road,Q,,0,0,,,719DFE4B19B979A8,2.02004E+13,,,31474.43039,30440.5335
1093,Qi Ji - East Point Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,East Point Mall,528833,Simei Street 6,Q,,0,0,,1,3050F06A2DA98760,2.02004E+13,36B,,36095.47039,41321.9779
1094,Qi Ji - Hougang Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,90,Hougang Mall,538766,Hougang Avenue 10,Q,,0,0,,1,3500FCBC21D4ADA4,2.02004E+13,41,,39368.87299,34715.4432
1095,Qi Ji - Heartland Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,205,Heartland Mall Kovan,530205,Hougang Street 21,Q,,0,0,,1,432E0EC7451D5633,2.02004E+13,"133,135",,37951.80899,33760.4367
1096,Qi Ji - Marina Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,6,Marina Square Shopping Mall,39594,Raffles Boulevard,Q,,0,0,,1,ADBAF9D249B8B63F,2.02004E+13,6,,30428.09239,30636.3556
1097,Qi Ji - NEX,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,23,NEX Shopping Mall,556083,Serangoon Central,Q,,0,0,,3,0D7832C14208C897,2.02004E+13,10,,36950.14149,32271.9281
1098,Qi Ji - NUH,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,NUH Shopping Mall,119074,Lower Kent Ridge Road,Q,,0,0,,1,A27A32B7AACF34C8,2.02004E+13,11,,30704.32959,22367.6517
1099,Qi Ji - One KM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,One KM Shopping Mall,437157,Tanjong Katong Road,Q,,0,0,,B1,614C6BC9B65BB10F,2.02004E+13,"K18,18,20",,32997.57659,34806.73799
1100,Qi Ji - Our Tampines Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Our Tampines Hub Shopping Mall,528523,Tampines Walk,Q,,0,0,,B1,C57C470A26C83FA1,2.02004E+13,K7,,37288.50339,39837.2247
1101,Qi Ji - Suntec City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Suntec City Shopping Mall,38983,Temasek Boulevard,Q,,0,0,,B1,16B4C2F54141063B,2.02004E+13,139,,30806.67729,30710.7121
1102,Qi Ji - The Star Vista,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,The Star Vista Shopping Mall,138617,Vista Exchange Green,Q,,0,0,,1,ECF254E1F70FECB9,2.02004E+13,22,,32130.26559,22980.3371
1103,Qi Ji - Oasis Terraces,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,681,Oasis Terraces,820681,Punggol Drive,Q,,0,0,,1,467A8B201B6017B3,2.02004E+13,"37,38",,42748.8392,36889.2414
1104,Qi Ji - Sun Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,30,Sun Plaza,757713,Sembawang Drive,Q,,0,0,,1,202A3145B854D340,2.02004E+13,1,,47763.0544,26457.9938
1105,Qi Ji - AMK Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,53,Ang Mo Kio Hub,569933,Ang Mo Kio Avenue 3,Q,,0,0,,B2,0AB8ACDDFF8A7F5F,2.02004E+13,51,,39030.10889,29678.294
1106,Qi Ji - Ng Teng Fong Hospital,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Ng Teng Fong Hospital,609606,Jurong East Street 21,Q,,0,0,,2,AF1B1F40D01E31FF,2.02004E+13,11,,35302.24189,18044.80669
1107,Qi Ji - Funan Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,107,Funan Mall,179097,North Bridge Road,Q,,0,0,,B2,9CBCC18886E2078C,2.02004E+13,12,,30393.91999,29838.0482
1108,Qi Ji - SCC@Harbpurfront,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,SCC @ Harbourfront,99253,Maritime Square,Q,,0,0,,1,80335D7813B9A820,2.02004E+13,28,,27178.08099,26364.7783
1109,Nine Fresh Desserts Taiwan ?? - Chinatown Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,133,Chinatown Point,59413,New Bridge Road,D,,0,0,,B2,CA38BDBE00384556,2.02004E+13,43,,29714.16409,29266.3331
1110,Nine Fresh Desserts Taiwan ?? - Choa Chu Kang,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,10,Choa Chu Kang MRT,689810,Choa Chu Kang Avenue 4,D,,0,0,,1,7BAB3F8D131A538E,2.02004E+13,10,,40846.3506,18075.46789
1111,Nine Fresh Desserts Taiwan ?? - Compass One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Compass One,545078,Sengkang Square,D,,0,0,,B1,3291922B003C8ABB,2.02004E+13,41,,41556.3036,34862.1106
1112,Nine Fresh Desserts Taiwan ?? - Hougang Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,90,Hougang Mall,538766,Hougang Avenue 10,D,,0,0,,B1,3500FCBC12B4F34C,2.02004E+13,K11,,39368.87299,34715.4432
1113,Nine Fresh Desserts Taiwan ?? - Jurong Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Jurong Point,648886,Jurong West Central 2,D,,0,0,,B1,FCA5451C22944C05,2.02004E+13,K3,,35777.49279,13882.0895
1114,Nine Fresh Desserts Taiwan ?? - Northpoint City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,930,Northpoint City,769098,Yishun Avenue 2,D,,0,0,,B2,C1B4B5901F35F519,2.02004E+13,153,,45714.3109,28273.5296
1115,Nine Fresh Desserts Taiwan ?? - Paya Lebar Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,60,Paya Lebar Square,409051,Paya Lebar Road,D,,0,0,,1,7F512A6275A5EAFB,2.02004E+13,49,,33438.06029,34591.9458
1116,Nine Fresh Desserts Taiwan ?? - Century Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,Century Square,529509,Tampines Central 5,D,,0,0,,B1,61935790AAD2E6B5,2.02004E+13,25,,37153.82949,40287.2943
1117,Nine Fresh Desserts Taiwan ?? - Seletar Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,33,Seletar Mall,797653,Sengkang West Avenue,D,,0,0,,B1,3BD72E3B8E870A7E,2.02004E+13,K3,,41478.7338,32757.4124
1118,Nine Fresh Desserts Taiwan ?? - Sun Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,30,Sun Plaza,757713,Sembawang Drive,D,,0,0,,B1,202A3145EDA76325,2.02004E+13,36,,47763.0544,26457.9938
1119,Nine Fresh Desserts Taiwan ?? - Tiong Bahru Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,302,Tiong Bahru Plaza,168732,Tiong Bahru Road,D,,0,0,,B1,529D58200DC3BA2E,2.02004E+13,K1,,29876.11289,27289.5705
1120,Nine Fresh Desserts Taiwan ?? - White Sands,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,White Sands Shopping Centre,518457,Pasir Ris Central Street 3,D,,0,0,,2,F256D98668DEBD55,2.02004E+13,K7,,39384.35829,40953.5852
1121,Nine Fresh Desserts Taiwan ?? - Woodlands MRT,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,30,Woodlands MRT,738343,Woodlands Avenue 2,D,,0,0,,1,58D5DDA0F35CBB04,2.02004E+13,12,,46501.7855,22741.599
1122,Nine Fresh Desserts Taiwan ?? - Yew Tee Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Yew Tee Point,689578,Choa Chu Kang North 6,D,,0,0,,B1,20BC0024E04AC50B,2.02004E+13,42,,42132.2393,18344.7137
1123,Eatzi Gourmet Bistro - SAFRA Yishun,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,60,SAFRA Yishun,768828,Yishun Avenue 4,R,,0,0,,1,37030E940869EF2B,2.02004E+13,V2,,45070.6675,28504.68949
1124,Eatzi Gourmet Bistro - Paya Lebar Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,60,Paya Lebar Square,409051,Paya Lebar Road,R,,0,0,,B1,7F512A62670100EB,2.02004E+13,15,,33438.06029,34591.9458
1125,Cali @ Changi,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,,486015,Changi Business Park,R,,0,0,,,B49EDC4F30403677,2.02004E+13,,,35320.46719,42430.7419
1126,LiHo - Liang Court,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,177,Liang Court,179030,River Valley Road,D,,0,0,,B1,4D7278052B753748,2.02004E+13,14,,30431.94619,29263.1978
1127,LiHo - Nanyang Technological University,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,14,Nanyang Technological University,637331,Nanyang Drive,D,,0,0,,,CCEEDA3EC0EEF3FB,2.02004E+13,,,36584.89209,10941.0829
1128,LiHo - Gek Poh Shopping Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,762,Gek Poh Shopping Centre,640762,Jurong West Street 75,D,,0,0,,1,190ABA68E490083E,2.02004E+13,328,,36763.14789,12910.7211
1129,LiHo - Junction 10,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Junction 10,677899,Woodlands Road,D,,0,0,,1,5C87DB553B0DA9B7,2.02004E+13,26,,40285.9415,19845.1929
1130,LiHo - Bukit Panjang Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Bukit Panjang Plaza,677743,Jelebu Road,D,,0,0,,1,E9984692EADF24F1,2.02004E+13,21,,40276.2203,20281.4687
1131,LiHo - Causeway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Causeway Point,738099,Woodlands Square,D,,0,0,,B1,997DF23DD199607E,2.02004E+13,K01A,,46412.0239,22699.52399
1132,LiHo - Bukit Gombak MRT Station,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,802,Bukit Gombak MRT Station,659083,Bukit Batok West Avenue 5,D,,0,0,,1,3EC4C859E72E016E,2.02004E+13,1,,37854.03489,18926.9132
1133,LiHo - Lot One Shoppers' Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Lot One Shoppers' Mall,689812,Choa Chu Kang Avenue 4,D,,0,0,,B1,E2F44985EA8213F2,2.02004E+13,K30,,40779.5207,18165.7486
1134,LiHo - Jurong Point 1 @ NTUC,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Jurong Point 1 @ NTUC,648886,Jurong West Central 2,D,,0,0,,B1,FCA5451CE30E4C97,2.02004E+13,9,,35777.49279,13882.0895
1135,LiHo - Jurong Point 2,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,63,Jurong Point 2,648331,Jurong West Central 3,D,,0,0,,3,D1F5E5BC78903B40,2.02004E+13,89E,,35725.95689,13753.8043
1136,LiHo - National University of Singapore,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,National University of Singapore,119077,Lower Kent Ridge Road,D,,0,0,,2,30FC2BCBBF1FD4AA,2.02004E+13,8,,31519.75749,21429.233
